Wikipedia 	Jezreel: Jezreel: Ika Water: primero en la región de Subtanjala.	Urqunaka: Jawiranaka: Ika Qutanaka: Huakachina Nayriri Subtanjalla markam.
Wikipedia 	Jehú: Jehú: Jehú: 20 059 hombres de Jehú, ? mujer) Jehú usa violencia: Felipe Santiago Cerna Garcia, Alianza para el Progreso.	Qullunaka: Jawiranaka: Qutanaka: 20 059 jaqi (? chacha, ? warmi) (2005 mara) Puerta Pallan 2011-2014: Felipe Santiago Cerna Garcia, Alianza para el Progreso.
Wikipedia 	134.69 km2 Amarilis fue la primera parte de la provincia: (1.910 kilómetros).	134,69 km2 Amarilis jisk'a t'aqa suyu nayriri marka: Pawqarpampa (1 910 msnm).
Wikipedia 	Foto tomada por Guillermo Johnson.	Axuxa jiruta luratawa.
Wikipedia 	Jehú: Jehú: Marcha: 28 956 hombres, ¿quién es Jehú? Jehú usa sus ropas: Roger Emilio Quispe Rosales, Alianza para el Progreso.	Qullunaka: Jawiranaka: Qutanaka: 28 956 jaqi (? chacha, ? warmi) (2005 mara) Puerta Pallan 2011-2014: Roger Emilio Quispe Rosales, Alianza para el Progreso.
Wikipedia 	Padre: Aurelio García y García; madre: Eulogia Bert.	Awki: Aurelio García y García; Tayka: Eulogia Bert.
Wikipedia 	Forma parte del Consul (1853-1854).	Parawayi Consul (1853-1854).
Wikipedia 	Hijos: Olga María Touzet Celia Cruz Miguelito Valdés Facundo Rivero Xiomara Alfaro Rivero Xiomara Piaf Rosa Morena Omara Portuondo La Lupe René Cabell Commons considerando a la imagen de Olga Guillot.	Yuqanaka: Olga María Touzet Celia Cruz Miguelito Valdés Facundo Rivero Xiomara Alfaro Edith Piaf Rosa Morena Omara Portuondo La Lupe René Cabell Commons katt'ana uñnaqa Olga Guillot.
Wikipedia 	 ⁇ : Mariano Vásquez Rojas ⁇ : José Marcial Castañeda Pereyra.	2011-2014: Mariano Vásquez Rojas 2007-2010: José Marcial Castañeda Pereyra.
Wikipedia 	Fhowull (Italiya) Secreta: Meazza Raimundo Orsi Commons, Luigi Riva.	Phutwul (Italiya) Giuseppe Meazza Raimundo Orsi Commons katt'ana uñnaqa Luigi Riva.
Wikipedia 	Cada uno de los capiteles era de una sola pieza de metal.	Chuqisaka jach'a suyuxa (kastilla aru: Departamento de Chuquisaca) Wuliwyana mä jach'a suyuwa.
Wikipedia 	Todo el mundo come hierba.	Taqikasta pastunaka  manq'apxi.
Wikipedia 	 ⁇ : Jezreel: Marcha: 1 001 hombre de Nabot, ? mujer) Santa Rosa ⁇ : José Luis Rondón Mateo, Movimiento Independiente de la Fuerza Constructora.	Qullunaka: Jawiranaka: Qutanaka: 1 001 jaqi (? chacha, ? warmi) Santa Rosa 2007-2014: José Luis Rondón Mateo, Movimiento Independiente Fuerza Constructora.
Wikipedia 	Jehú, el rey de Israel, escribió una lista de las provincias de Jezreel (es decir, Jezreel, la Jezreel, la Jezreel, la Jezreel).	Wankan Munisipyu Web Plantilla:Jisk'a t'aqa suyunaka (Wankayu) Ninapampa jisk'a t'aqa suyuxa (kastilla aru: Distrito de Ninabamba).  Piruwna mä jisk'a t'aqa suyuwa, Qajamarka jach'a suyu, Santa Crus (Qajamarka) jisk'a suyu.
Wikipedia 	Entonces, cuando abrió el pozo, lo miró una y otra vez y dijo:	Ukat mallkur unjasinx, mayamp mayamp uñkatän, sï.
Wikipedia 	Personal: Timbu, teniente de los dos.	Jaqinaka: Commons katt'ana uñnaqa Timbu.
Wikipedia 	La creadora del 18 de Invierno de 1987, Ala García Leader.	Kamasqa 18 uru Juyphi sata phaxsin 1987 mara, Ala García Umalliq.
Wikipedia 	67,81 km2 debajo de la provincia de Taraputu: Taraputu (333 kilómetros).	67,81 km2 Taraputu jisk'a t'aqa suyu nayriri marka: Taraputu (333 msnm).
Wikipedia 	Jezreel: Jezreel: El primero es San Jezreel.	Qullunaka: Jawiranaka: Sondondo Qutanaka: Nayriri San Huwan marka.
Wikipedia 	Rama de la talla de Comun.	Qarwas Commons katt'ana uñnaqa Shilla jisk'a t'aqa suyu.
Wikipedia 	Y en cuanto a la falta de humedad, los extremos del viento, el granizo y la lluvia que cubrían la entrada en línea eran una fuente de innovación.	Ukat kawkjant jan qamañax utjkän ukjanakanaxa, sinti thaya, chhijchhi, jallü ukjanakax jasak mantxañatakix jupanakax mäkiw yaqh machaqat pirqsupxirïna.
Wikipedia 	393 personas empleadas con violencia en Santa Rosa Santiago ⁇ : Preb.	393 jaqi Mariya Pallan Santa Rosa Santiago 2011-2014: Parruqu: Preb.
Wikipedia 	Hijos: Laura, Eleanor y Jenny.	Yuqanaka: Laura, Eleanor & Jenny.
Wikipedia 	Sganarelle 1660.	Sganarelle 1660.
Wikipedia 	Ríos Arechaga, Acción Popular	Qutanaka: 5 171 jaqi (? chacha, ? warmi) (2005 mara) Rosa de Lima 2011-2014: Raúl Ríos Arechaga, Acción Popular.
Wikipedia 	Suiza: Joel Rosales Pacheco.	2007-2010: Joel Rosales Pacheco.
Wikipedia 	Premio Nobel de Salud de 1929	1929 mara Qullasïwi Nobel Pallaytam.
Wikipedia 	SEGUNDA PARTE ESTRUCTURA Y ORGANIZACIÓN FUNCIONAL DEL ÓRGANO 2011	JNE Autoridades regionales y municipales 2011 Chulukanas Commons katt'ana uñnaqa San Juan de Bigote jisk'a t'aqa suyu.
Wikipedia 	El Jehú ha creado la página web Jehú sobre la Caja de San Pedro. Esta es la parte central de la ciudad de Joás, la provincia de Mardoqueo y Tarma.	Munisipyu Uficial Web INEI Piruw San Pedro de Cajas jisk'a t'aqa suyuxa (kastilla aru: Distrito de San Pedro de Cajas).  Piruwna mä jisk'a t'aqa suyuwa, Hunin jach'a suyu, Tarma jisk'a suyu.
Wikipedia 	Jezreel: Jezreel: Guejazí: 5.822 hombres, ¿quién es Jehú? - Julio de Santa Rosa en 2005: Segundo Leopoldo Julca Ramos, Movimiento Independiente Loreto - Mi Loreto.	Qullunaka: Jawiranaka: Qutanaka: 5 822 jaqi (? chacha, ? warmi) - 2005 mara Santa Rosa 2011-2014: Segundo Leopoldo Julca Ramos, Movimiento Independiente Loreto - Mi Loreto.
Wikipedia 	Díganle a las autoridades regionales y municipales de la provincia de Lamas Commons que sujeten cada una de sus partes.	JNE Autoridades regionales y municipales Lamas Commons katt'ana uñnaqa Cuñumbuqui jisk'a t'aqa suyu.
Wikipedia 	El número de atletas es muy pequeño.	Thuqht'irinakapax juk'pachanikiwa.
Wikipedia 	Imp. el Sol.	Imp. el Sol.
Wikipedia 	Benazir Bhutto era el astuto de David.	Pakistan nayra sarnaqawi Commons katt'ana uñnaqa Benazir Bhutto.
Wikipedia 	Si es la Calle Provincial de la Municipalidad, una pequeña pieza de oro, una pequeña porción de tierra, una gran provincia y una pequeña propiedad,	Sichura Municipalidad Provincial Ocalli jisk'a t'aqa suyuxa (kastilla aru: Distrito de Ocalli).  Piruwna mä jisk'a t'aqa suyuwa, Amarujawira jach'a suyu, Luya jisk'a suyu.
Wikipedia 	Es el primer pueblo de Alhir.	Nayriri Alhir markam.
Wikipedia 	Entonces mi madre tomó tres racimos de guisados y los sacó de allí muy de mañana.	Ukat mamajax mä kimsa luku phayañ q'iptanï saw wali willjta mistüna.
Wikipedia 	León de la Municipalidad Provincial. Las provincias vecinas (San Martín) de Jerusalén son una gran ciudad en Yala.	Muyupampa Municipalidad Provincial Plantilla:Jisk'a suyunaka (San Martín) Barbadosxa (inlish aru: Barbados) Awya Yalana mä jach'a markawa.
Wikipedia 	La cueva de Talara (provincia de Talara).	Talara jisk'a suyuxa (kastilla aru: Provincia de Talara).
Wikipedia 	La gran muralla de la Municipalidad Provincial, la gran ciudad, es decir, el gran altar de Azarías, será cortada en pedazos en Jezreel, la provincia de Jezreel, la provincia de Amón, la provincia de Amón.	Sullana Municipalidad Provincial Wayllay grande jisk'a t'aqa suyuxa (kastilla aru: Distrito de Huayllay grande).  Piruwna mä jisk'a t'aqa suyuwa, Wankawillka jach'a suyu, Anqara jisk'a suyu.
Wikipedia 	Jehú: Jezreel: El primero es el mar de las Cañas.	Qullunaka: Jawiranaka: Qutanaka: Nayriri Pampas marka.
Wikipedia 	Sanditon (Sanditon, 1817), completa.	Sanditon (Sanditon, 1817), completa.
Wikipedia 	Esa es la razón por la que se llevan a cabo las cosechas:	Ukat ukaruw kuna yapu apthapitanaks uchasipxiri.
Wikipedia 	DISPOSICIÓN FINAL CONSTITUCIONAL DEL ÓRGANO 2011	JNE Autoridades regionales y municipales 2011 Chanchamayu Commons katt'ana uñnaqa Pichanaki jisk'a t'aqa suyu.
Wikipedia 	 ⁇ : Nelson De la Cruz Dávalos, del Partido ⁇  Peruano ( ⁇ ).	2011-2014: Nelson De la Cruz Dávalos, Partido Aprista Peruano (APRA).
Wikipedia 	Captura de Commons, Tambo Grande.	Commons katt'ana uñnaqa Tambo Grande.
Wikipedia 	El usuario de internet Mario Polar Ugarteche Jezreel Jezreel Jezreel, el 5 de marzo de 1912, en Technology - Lima, el 16 de febrero de 1988, en su lugar de nacimiento, dijo:	Munisipyu Uficial Web INEI Piruw Mario Polar Ugarteche (* Ariqipa, 1912 mara 5 uru Llamp'u phaxsin yuritayna - Lima, 1988 mara 16 uru Anata phaxsin yuriwi),  Piruw jacha marka qillqiri, arxatiri & anakithiri.
Wikipedia 	Padre: Sebastián Garcilaso de la Vega; madre: Isabel Chimpu Ocllo Diálogos de Amor - 1586 La Florida - 1605 Comentarios Reales de los Incas - 1609 La Conquista del Perú - 1613 Pintara Racial Inca Garcilaso de la Vega.	Awki: Sebastián Garcilaso de la Vega; Tayka: Isabel Chimpu Ocllo Diálogos de Amor - 1586 La Florida - 1605 Comentarios Reales de los Incas - 1609 La Conquista del Perú - 1613 Waman Puma Commons katt'ana uñnaqa Inka Garcilaso de la Vega.
Wikipedia 	Cuando los jefes de los clanes de la comunidad aymara terminaron de hablar, no escucharon la palabra del español.	Qalltat tukuyañkamax aymaratkamak wakichäw sarayirinakax arst'apxäna, janiw kastillanut arsur ist'añ munapkänti.
Wikipedia 	8. 340 personas (4 088 hombres, 4 252 mujeres) San Agustín.	8 340 jaqi (4 088 chacha, 4 252 warmi) San Agustín.
Wikipedia 	La zona separada entre las dos caras de la Morada, es decir, el Lugar Santo,	Xauxa JNE Qhapaq jaqi Commons katt'ana uñnaqa Parqu jisk'a t'aqa suyu.
Wikipedia 	Las Capturas son la provincia de Tomás de Fría, la provincia de Tomás de Fría, la provincia de Putus y la provincia de Bolivia.	Harawinaka (kastilla aru) Tomás Frías jisk'a suyu (kastilla aru: Provincia de Tomás Frías), Putusi jach'a suyu jisk'a suyuxa, Wuliwya.
Wikipedia 	Dora Luisa Infante León.	Dora Luisa Infante León.
Wikipedia 	La zona separada entre las dos caras es una pequeña propiedad.	Qarwas Commons katt'ana uñnaqa Ataqiru jisk'a t'aqa suyu.
Wikipedia 	La literatura peruana.	La literatura peruana.
Wikipedia 	Eca: 221,6 km2 personas: 261.061  ⁇  Centronocheconce. Ignacio Gran Concepción Bío-Bio, Uta. Católica de la Santísima Concepción, Uta. Concepción, Uta. San Sebastián, Uta.	Ekka: 221,6 km² Jaqinaka: 261.061 (2002) Centronocheconce.jpg Gran Concepción Bío-Bío Jach'a Yatiñ Uta Católica de la Santísima Concepción Jach'a Yatiñ Uta Concepción Jach'a Yatiñ Uta Desarrollo Jach'a Yatiñ Uta San Sebastián Jach'a Yatiñ Uta Concepción Commons katt'ana uñnaqa Concepción.
Wikipedia 	 ⁇ : Jezreel: O sea, en el estado de Villa El Salvador, 381 790 personas (189 465 hombres, 1922 295 mujeres) Auxiliares: Capítulos: Textos: Invierno 1 de julio, Michel Azcueta (1984-1986), (1987-1989) José Rodríguez (1990-1995) Jorge Vázquez Torres	Urqunaka: Jawiranaka: Lurin Qutanaka: Nayriri Villa El Salvador markam 381 790 jaqi (189 495 chacha, 192 295 warmi) San Francisku Pachakamilla Awki Asu utanaka: Huch'uy yachay utanaka: Chawpi yachay utanaka: Jach'a Yatiñ Utanaka: Juyphi phaxsi 1 Awti phaxsi Michel Azcueta (1984-1986), (1987-1989), (1996 - 1998) José Rodríguez (1990-1992) Jorge Vázquez Torres (1993-1995) Martín Pumar Vilchez (1999-2002) Jaime Zea (2003-2006),(2007-2010) Santiago Mozo (2011-2014) Guido Iñigo (2015-2018) Kevin Iñigo (2019-2022) Lima Commons katt'ana uñnaqa Villa El Salvador jisk'a t'aqa suyu.
Wikipedia 	Clima: Elmer Pablo Orihuel Sosa.	2007-2010: Elmer Pablo Orihuela Sosa.
Wikipedia 	Juan Domingo Perón (Lobos, 8 de octubre de ⁇  - Olivos, 1 de julio de 1974), en su lugar de origen.	Juan Domingo Perón (Lobos, 1895 mara 8 uru Taypi sata phaxsin yuritayna - Olivos, 1974 mara 1 uru Huillka kuti phaxsin yuriwi).  Arxintina jacha marka militar & anakithiri.
Wikipedia 	Jehú: Jehú: Las aguas de la Puerta: 17.787 personas (8 966 hombres y 8.821 mujeres) que hay en las casas de los Asu, es decir, en las habitaciones interiores de los Asu, las habitaciones interiores de los Asuarios, y las habitaciones interiores de los Asuarios.	Urqunaka: Jawiranaka: Pumata Qutanaka: Titiqaqa Nayriri Pumata markam 17 787 jaqi (8 966 chacha, 8 821 warmi) Asu utanaka: Huch'uy yachay utanaka: Chawpi yachay utanaka: Jach'a Yatiñ Utanaka: Sulli phutti, Charqui kanka.
Wikipedia 	Clima: Marcha: 8.704 habitantes de Jehú, ? mujer) Rosa de Lima ⁇ : May Díaz Pérez, Fuerza Comunal.	Qullunaka: Jawiranaka: Qutanaka 8 704 jaqi (? chacha, ? warmi) Rosa de Lima 2011-2014: May Díaz Pérez, Fuerza Comunal.
Wikipedia 	Ese fue el sueño de Mexica, el mar de Texcoco.	Mexica jupaw ukham samkatayna, ukax Texcoco qutaruw wakt'atayna.
Wikipedia 	1967-1969: Abel García Ruíz.	1967-1969: Abel García Ruíz.
Wikipedia 	Personas: 93.718.	Jaqinaka: 93,718.
Wikipedia 	 ⁇  a las autoridades regionales y municipales una sección para cada departamento.	JNE Autoridades regionales y municipales Tayapampa Commons katt'ana uñnaqa Chillya jisk'a t'aqa suyu.
Wikipedia 	y la parte más pequeña, la pila, es decir, la pila de Pétalo; y la parte más pequeña, es decir, la gran ciudad de Jezreel, y la provincia de Waytara.	Pillpichaka jisk'a t'aqa suyuxa (kastilla aru: Distrito de Pilpichaca).  Piruwna mä jisk'a t'aqa suyuwa, Wankawillka jach'a suyu, Waytara jisk'a suyu.
Wikipedia 	fue el primero en Porto Novo.	Nayriri Porto Novo markam.
Wikipedia 	(Traducción de la imagen de Infogob Commons en la provincia de Pión).	JNE 2011-2014 JNE Infogob Commons katt'ana uñnaqa Pión jisk'a t'aqa suyu.
Wikipedia 	También se alimentan de aves y de ratones.	Jupanakax jamach'inakamp achakunamp manq'apxaraki.
Wikipedia 	el primero, 270,98 km2;	270,98 km2 Wawku jisk'a t'aqa suyu nayriri marka: Wawku.
Wikipedia 	Sin embargo, tendrá que llegar a ser más pequeño que cualquier otro.	Ukampirusa, walja jisk'a k'uwisunakaniwa.
Wikipedia 	Tránsito policial.	Tránsito pallan.
Wikipedia 	 ⁇  (lenguaje alemán: Francia (Républica francesa), el español: Francia y la gran nación.	Phransiya (Phransiya aru: France (République française), kastilla aru: Francia), jach'a marka Iwrupa.
Wikipedia 	Su punta es blanca como la nieve.	K'awnapax q'illumpit janq'umpitawa.
Wikipedia 	Nombre del Cietico: bolborhynchus aurifreons, grupo: Psittac ⁇ .	Cietifico sutipa: bolborhynchus aurifrons, tama: Psittacidae).
Wikipedia 	Por eso era tan difícil grabar el libro de Chino.	Ukat Chino qilq pankar qilqaqasxañax wali ch'amänwa.
Wikipedia 	Jehú: Jehú: Jehú en el año de Jezreel (2.44 personas), Jehú en el año de Jezreel, usa un efod.	Qullunaka: Jawiranaka: Qutanaka: 2 404 jaqi (? chacha, ? warmi) (2005 mara) Karmin Pallan San Huwan.
Wikipedia 	2) Discriminación por motivos racistas y/o ⁇ s, ⁇ s, que no constituyan ⁇  alguno.	2) Janir kunakipan wakiyañ jan uñtañpatak uka jan walinaka, janchinakata, ajayuchinakata, taqhi kast jaqinakata.
Wikipedia 	Clima: Jehú, ¿es Jehú de las aguas 2.573 personas? - San Jusiya ⁇ : José Elías Peña Castillo, Fuerza Popular.	Qullunaka: Jawiranaka: Qutanaka 2 573 jaqi (? chacha, ? warmi) San Jusiya 2011-2014: José Elías Peña Castillo, Fuerza Popular.
Wikipedia 	La Jezabel, la Jezabel, hizo una alianza con el rey de Israel, y con el rey de Israel hizo una alianza.	Munisipyu Uficial Web INEI Piruw Longar jisk'a t'aqa suyuxa (kastilla aru: Distrito de Longar).  Piruwna mä jisk'a t'aqa suyuwa, Amarujawira jach'a suyu, Rodríguez de Mendoza jisk'a suyu.
Wikipedia 	8851 personas (4410 hombres, 4 441 mujeres) usan Las Peñas.	8 851 jaqi (4 410 chacha, 4 441 warmi) Las Peñas Pallan.
Wikipedia 	Jezrel, la provincia de Jezreel, es una de las provincias más pequeñas, una de las provincias más remotas, una de las provincias más remotas.	Jisk'a suyu Munisipyu Web Plantilla:Jisk'a suyunaka (Hunin) Luya jisk'a suyuxa (kastilla aru: Provincia de Luya) Piruwna mä jisk'a suyuwa, Amarujawira jach'a suyu.
Wikipedia 	Mujer: María Amparo Martínez Gil Yukis: (2) Amparo y Eva.	Warmi:María Amparo Martínez Gil Yuqanaka: (2) Amparo wan Eva.
Wikipedia 	Jehú en su sitio web: Archivo:Escudo-sandia.png:PanoramSandia. Jezreel Saantia; (dictado de caxtilla: Sandia) forma una ciudad antigua en la provincia de Saantia, en la provincia de Saantia, en la ciudad de Puno, que es Jezreel.	Uficial Web Site Plantilla:Jisk'a suyunaka (Luritu) Archivo:Escudo-sandia.png Archivo:PanoramSandia.jpg Saantia ; (kastilla arupi: Sandia) nisqaqa huk nayri marka Saantia jisk'a t'aqa suyu, Saantia jisk'a suyupi, Punu jach'a suyupi, Piruw jach'a markapi.
Wikipedia 	Conversando con Italia desde el 2005.	Aka 2005n maratpachwa Italia markampix aruskipapxatayna.
Wikipedia 	Después vuelven a sus casas, y se desparraman por los campos y las vigas, y se desparraman como a las cuatro horas de la tarde.	Jichhax uka tukutatx utanakaparuw kut'japxaraki, purisinx arkunakamp charanakamp jarthapjapxi, ukat jap'utuqirukiw niya pusi pachar sullka mayuranakax jilïr mayurar/alphirisar tumpir sarjapxi.
Wikipedia 	Hace ya seis días que busco comida.	Chikürunakawa manq'a thaqi.
Wikipedia 	7 045 personas en el edificio de Ascensyon.	7 045 jaqi Ascensyon Kristu.
Wikipedia 	El agua es un lago muy dulce.	Umantux Titikaka qutan wali muxsa challwawa.
Wikipedia 	Jezreel: Jezreel: El primero en la ciudad de Yawtán, es Santiago de Santa Rosa.	Qullunaka: Jawiranaka: Qutanaka: Nayriri Yawtan marka. jaqi Santiago Santa Rosa 2011-2014: Parruqu: Preb.
Wikipedia 	83.82 km2 de la provincia de Lonya Chico: Lonya Chico (233 kilómetros).	83,82 km2 Lonya Chico jisk'a t'aqa suyu nayriri marka: Lonya Chico (2 350 msnm).
Wikipedia 	Alma mater: En la Universidad de Leiden Medalla Matteucci (1912) Medalla Henry Draper (1921) Medalla Rumford (1922) Franklin Medal (1925) Wilhelm Röntgen Hendrik Lorentz Pierre Curie Heike Kamerlingh Onnes Erwin Werner Heisenberg Max Planck Ern	Alma mater: Leiden Jach'a Yatiñ Uta Medalla Matteucci (1912) Medalla Henry Draper (1921) Medalla Rumford (1922) Franklin Medal (1925) Wilhelm Röntgen Hendrik Lorentz Pierre Curie Heike Kamerlingh Onnes Erwin Schrödinger Werner Heisenberg Max Planck Ernest Rutherford Joseph John Thomson Commons katt'ana uñnaqa Pieter Zeeman.
Wikipedia 	 ⁇ : ⁇ : Marcha 13.479 hombres, ? mujer) San Pablo proclamó: Manuel Jesús Castrejón Terán, Alianza Cajamarca Siempre Verde - Fuerza 2011.	Qullunaka: Jawiranaka: Qutanaka 13 479 jaqi (? chacha, ? warmi) San Pablo 2011-2014: Manuel Jesús Castrejón Terán, Alianza Cajamarca Siempre Verde - Fuerza 2011.
Wikipedia 	 ⁇ : Juan Lipa Calla.	2007-2010: Juan Lipa Calla.
Wikipedia 	Por tanto, haz para ti una abertura en el reino de los cielos;	Xauxa JNE Qhapaq jaqi Commons katt'ana uñnaqa Qanqayllu jisk'a t'aqa suyu.
Wikipedia 	Río: 5.312 personas, con Jehú, ? mujer) En el año 1870 Rosa de Lima tuiteó: Humberto Banda Estela, Ucayali Región con Futuro.	Qutanaka: 5 312 jaqi (? chacha, ? warmi) (2005 mara) Rosa de Lima 2011-2014: Humberto Banda Estela, Ucayali Región con Futuro.
Wikipedia 	Jezreel: Jezreel: Jehú: 52 463 personas en las aguas, mujer) Jehú, padre de Borgoña: Pascual Guzmán Alfaro, Movimiento Político de Hechos y No Palabras.	Qullunaka: Jawiranaka: Qutanaka: 52 463 jaqi (? chacha, ? warmi) Burgus Awki 2011-2014: Pascual Guzmán Alfaro, Movimiento Político Hechos y No Palabras.
Wikipedia 	Raza de Benjamín Franklin Commons en Filadelfia (Pensilvania).	Benjamin Franklin Commons katt'ana uñnaqa Philadelphia (Pennsylvania).
Wikipedia 	A lo largo de la historia, el papa Inca se enteró de que dos animales habían ido a Perú, lo que desencadenó un asesinato.	Ukat jayapachatsti tata Inkax pani uywaw jaqi uñtan Qusqu markan sarkaskatap yatitayna, uk yatisasti jiwayayarakikitaynawa.
Wikipedia 	Los autores holandeses Mario Vargas Llosa, Conversación en la Catedral.	Piruw qillqirinaka Mario Vargas Llosa, Conversación en la Catedral.
Wikipedia 	Jezreel, en la ciudad de Lima, en la ciudad de Buenos Aires, bajo la parcela de Cristoforo Colorado Commons.	Jaqinaka: Mïxiku marka Lima Buenos Aires Chuqi Yapu Cristoforo Colombo Commons katt'ana uñnaqa Awya Yala.
Wikipedia 	Río: Primero Puy.	Qutanaka: Nayriri Puyka markam.
Wikipedia 	Jezreel: Izquierdo: primero Vista Alegre.	Qullunaka: Jawiranaka: Qutanaka: Nayriri Vista Alegre markam.
Wikipedia 	La Carátula de la Captura, es decir, la Jezrel de la Destrucción, será la pequeña en la tierra de San Martín, la gran ciudad de San Martín.	Chipurana jisk'a t'aqa suyuxa (kastilla aru: Distrito de Chipurana).  Piruwna mä jisk'a t'aqa suyuwa, San Martín jach'a suyu, San Martín jisk'a suyu.
Wikipedia 	4 801,50 km2 Jezreel: Jezreel: Marcha: El primero en la región de los perritos labrados: Waqrachuku.	4 801,50 km2 Urqunaka: Jawiranaka: Qutanaka: Lawriqucha jisk'a suyu nayriri marka: Waqrachuku.
Wikipedia 	También la hoja se extendía a medida que la tierra se sembraba.	Siwarax tantiy achutakirakïnwa kunatti uraqiw xaxwïna.
