Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	LEE NDI'IN LO'O NE' SE'EN LYI'YA LOO CHIJYA' 
Mexican_constitution 	El Estado –Federación, Estados, Distrito Federal y Municipios–, impartirá educación preescolar, primaria, secundaria y media superior. La educación preescolar, primaria y secundaria conforman la educación básica; ésta y la media superior serán obligatorias. 	Nchgaa nten ntsu'hui suun 'in ne' tyu'hui ne' xcula, ne' nchca gubierno nu lyi'ya loo se'en ndi'in ne', uta na'an tñan municipio se'en ndi'in ne' ntsu'hui cha' taa xcula preescolar, primaria lo'o secundaria xu'hue ti chu'hui ne' a cunta lo'o xcula prepa lo' tsare xcula nu culoo ntsu'hui cha' tyu'hui nten lo' lca na sca cha' nu nchgaa ne' ntsu'hui cha' ca ja'an ne'. 
Mexican_constitution 	La educación que imparta el Estado tenderá a desarrollar armónicamente, todas las facultades del ser humano y fomentará en él, a la vez, el amor a la Patria, el respeto a los derechos humanos y la conciencia de la solidaridad internacional, en la independencia y en la justicia. 	Nchgaa tucui ntsu'hui cha' su'hua loo ne' lo'o xcula nu taa Gubiernu 'in quichen Chijya', lo' loo xcula can' ntsu'hui cha' cu'ni cha'an ne' ña'an ca lca tiquee ne' lo'o se'en ndi'in ne', ña'an cu'ni suun ne' 'in nchgaa ta'a nten ne', ña'an xñi ne' cunta 'in na cunda scaa ne' ñi tu se'en nguiaa na a cunta si'yana ca ne' sca nten nu ñi ndi'in cha' 'in. 
Mexican_constitution 	El Estado garantizará la calidad en la educación obligatoria de manera que los materiales y métodos educativos, la organización escolar, la infraestructura educativa y la idoneidad de los docentes y los directivos garanticen el máximo logro de aprendizaje de los educandos. 	Ne' nchca Gubiernu 'in ne' Chijya' cu'ni cunta ne' xcula nu tyu'hui nten can', a cunta lo'o nan nu tyi'in 'in na, lo'o ña'an nu cu'ni cha'an ne', ticui' cuaña'an lo'o ña'an nu cu'ni na tñan, lo'o scasca nan nu tayaa' 'in xcula can', lo'o ne' bstro nu culo'o se'en can' 'ni cha' ca ne' sca ne' nu tsu'hue ti m'ni cha'an si'yana cuaña'an tsu'hue cu'ni cha'an nten nu culo'o ne'. 
Mexican_constitution 	I. Garantizada por el artículo 24 la libertad de creencias, dicha educación será laica y, por tanto, se mantendrá por completo ajena a cualquier doctrina religiosa; 	I. Tsaña'an nchcui' lee cuiya' 24 si'yana libre 'in nten chcui ncha'an ne' cha' nu ndiya qui'an ti' ne', cui' cuaña'an tso' cha' 'in xcula, a ntsu'hui cha' sten yu'hui na lo'o tso' cha' nchca ni' lyaa. 
Mexican_constitution 	II. El criterio que orientará a esa educación se basará en los resultados del progreso científico, luchará contra la ignorancia y sus efectos, las servidumbres, los fanatismos y los prejuicios. 	II. Cha' nu ntsu'hui cha' cu'ni cha'an ne' loo xcula 'in ne' ca lca cha' nu cui ti. Lo' culyoo na 'in nten loo cha' tinto 'in ne', se'en ndyijyi nu nsñi su'hua yaa' 'in ne, loo cha' cula nu ndiya qui'an ti' ne' ticui' cuaña'an lo'o scasca se'en nchca ti'i 'in ne'. 
Mexican_constitution 	Además: 	A cunta xacan': 
Mexican_constitution 	a) Será democrático, considerando a la democracia no solamente como una estructura jurídica y un régimen político, sino como un sistema de vida fundado en el constante mejoramiento económico, social y cultural del pueblo; 	a) Cui' na culo na tñan 'in na, lo' cuaña'an ntsu'hui cha' tyi'in na lo'o ña'an nu ntsu'hui cha' cu'ni na tñan, una si'i tsala xaa cui' ca nu cua' yaa ña'an ndo'o nten ndi'in quichen se'en nducua na nde loo lo'o tso' cha' 'in tñin a cunta lo'o cha' nu cua ntsu'hui 'in nten quichen can'. 
Mexican_constitution 	b) Será nacional, en cuanto –sin hostilidades ni exclusivismos– atenderá a la comprensión de nuestros problemas, al aprovechamiento de nuestros recursos, a la defensa de nuestra independencia política, al aseguramiento de nuestra independencia económica y a la continuidad y acrecentamiento de nuestra cultura; 	b) Nan 'in quichen Chijya' ca lca na -lo' a tca tsa na tso' lo' ñi a tca tyon quee' na 'in nde'en ti tucui, cui' ca nu ntsu'hui cha' taquiya' na nchgaa cha' nu ndijin nten, se'en nu cu'ni ne' tñan lo'o nan 'in ne', ña'an ca si'yana cunda scaa ne' caja tñin 'in ne' lo' chcui ncha'an ne' nchgaa cha' nu cua' ntsu'hui 'in ne'. 
Mexican_constitution 	c) Contribuirá a la mejor convivencia humana, a fin de fortalecer el aprecio y respeto por la diversidad cultural, la dignidad de la persona, la integridad de la familia, la convicción del interés general de la sociedad, los ideales de fraternidad e igualdad de derechos de todos, evitando los privilegios de razas, de religión, de grupos, de sexos o de individuos, y 	c) Tayaa' na se'en nu tyi'in tsu'hue nten se'en ndi'in ne', si'yana cuaña'an tca chcui ti' ne' cha' nu cua' ntsu'hui 'in ne', lo'o cha' cuiya' nu ndyijyi 'in ne', ña'an ndi'in ne' sca na'an, a cunta siya' ñi tu cha' nchca ti' ne' se'en ndi'in ne' lo'o nten, lo'o sca cha' tiyaa ti 'in ne' nu su'hua loo ta'a ne' nchgaa ne' lo' ca lca tiquee ne' lo'o ta'a ne', lo' a taa ne' cha' cuiya' si'yana nde'en ta nten ncua yu qui'yu uta nu cuna'an lyee la ca ti' can' caja nu su'hua loo 'in quee' 'in scasca la tucui. 
Mexican_constitution 	d) Será de calidad, con base en el mejoramiento constante y el máximo logro académico de los educandos; 	d) 'Ni cha' ca na sca xcula nu ntsu'hui lyoo si'yana cunda scaa tsaan ca chcan' ña'an tyi'o nten ngui'ni cha'an 'in na nde loo. 
Mexican_constitution 	III. Para dar pleno cumplimiento a lo dispuesto en el segundo párrafo y en la fracción II, el Ejecutivo Federal determinará los planes y programas de estudio de la educación preescolar, primaria, secundaria y normal para toda la República. 	III. Si'yana tsato'o nchgaa cha' nu ngua'an scua loo ta nu tucua 'in yu'hue II, ne' nchca Bsya Chijya' ntsu'hui cha' tyi'in tyaa ne' nchgaa cha' cu'ni cha'an yu suhue nu sten preescolar, primaria, secundaria a cunta lo'o xcula nu n'ni cha'an ne' nchca ti ca bstro xcula. 
Mexican_constitution 	Para tales efectos, el Ejecutivo Federal considerará la opinión de los gobiernos de los Estados y del Distrito Federal, así como de los diversos sectores sociales involucrados en la educación, los maestros y los padres de familia en los términos que la ley señale. 	Can' cha' ne' nchca Bsya Chijya' tyaa ycui' ne' lo'o Gubiernu 'in Estado a cunta lo'o Distrito 'in quichen Chijya' lo'o nten nu lyi'a tñan tso' cha' 'in xcula, lo'o bstro xcula lo'o sti yu suhue tsaña'an nu lee ndi'in tyaa na cha'. 
Mexican_constitution 	Adicionalmente, el ingreso al servicio docente y la promoción a cargos con funciones de dirección o de supervisión en la educación básica y media superior que imparta el Estado, se llevarán a cabo mediante concursos de oposición que garanticen la idoneidad de los conocimientos y capacidades que correspondan. 	Cha' nde'en ne' nchca ti' sten cu'ni tñan bstro xcula uta ca can' sca director uta supervisor 'ni cha' ycui' can' cu'ni canan tñan can' 'in si'yana cuaña'an ca jlyo ti' ne' cha' ta lca can' sca tucui nu cha' ñi' ca 'in m'ni cha'an lo' cha' ta mdiya cha' tiyaa 'in can' cu'ni tñan. 
Mexican_constitution 	La ley reglamentaria fijará los criterios, los términos y condiciones de la evaluación obligatoria para el ingreso, la promoción, el reconocimiento y la permanencia en el servicio profesional con pleno respeto a los derechos constitucionales de los trabajadores de la educación. 	Lee tyi'in tyaa na cha' ñi lyijyi ña'an ntsu'hui cha' cu'ni can' examen lo' tsala xa tca cu'ni can' tñan a cunta ñi lyijyi cha' tsu'hue ntsu'hui suun 'in can' qui'ni ca'an 'in tsaña'an nchgaa la ña'an ne' nu ngui'ni tñan cha' 'in xcula. 
Mexican_constitution 	Serán nulos todos los ingresos y promociones que no sean otorgados conforme a la ley. 	A tca sten sca tucui cu'ni tñan sca na'an xcula cha' na lee a taa na cha' cuiya' 'in can. 
Mexican_constitution 	Lo dispuesto en este párrafo no será aplicable a las Instituciones a las que se refiere la fracción VII de este artículo; 	Nchgaa cha' nu nchcui' ta re, a lo'o na'an xcula nu nchcui' yu'hue VII caja'an cha' re. 
Mexican_constitution 	IV. Toda la educación que el Estado imparta será gratuita; 	IV. Nchgaa xcula 'in ne' Chijya' a ntsu'hui cha' su'hua lyiya' nten 'in na. 
Mexican_constitution 	V. Además de impartir la educación preescolar, primaria, secundaria y media superior, señaladas en el primer párrafo, el Estado promoverá y atenderá todos los tipos y modalidades educativos –incluyendo la educación inicial y a la educación superior– necesarios para el desarrollo de la nación, apoyará la investigación científica y tecnológica, y alentará el fortalecimiento y difusión de nuestra cultura; 	V. Ne' nchca Bsya Chijya' si'i tsalo ti taa ne' xcula preescolar, primaria, secundaria tsaña'an nchcui' se'en ndyisnan lee nu cua' nchca snan re, cui' ca nu 'ni cha' chcui' ne' lo' su'hua loo ne' cha' 'in sca sca xcula nu n'ni cha'an ne' ña'an nchca ti' inicial, lo'o scasca xcula nu cua' cuaan nu ta yaa' si'yana tyi'o ne' nde loo a cunta cui' na ta yaa' na 'in scasca yu nu m'ni cha'an lyo ni' yu nchgaa cha' nu tucui si'yana cuaña'an xcua cueen cha' 'in ne' Chijya' lo'o ña'an ndi'in ne'. 
Mexican_constitution 	En los términos que establezca la ley, el Estado otorgará y retirará el reconocimiento de validez oficial a los estudios que se realicen en planteles particulares. En el caso de la educación preescolar, primaria, secundaria y normal, los particulares deberán: 	VI. Nchgaa na'an xcula nu si'i Gubiernu ndlo tñan 'in tca culo'o can' 'in nten ña'an nu cui' ndyu'hui lyoo una tsaña'an nchcui' lee, una gubiernu a tca sten yu'hui ta su'hua loo 'in na tsaña'an ntsu'hui lyoo xcula 'in quichen Chijya', una cha' ta lca na tsaña'an xcula preescolar, primaria, lo'o secundaria 'ni cha': 
Mexican_constitution 	a) Impartir la educación con apego a los mismos fines y criterios que establecen el segundo párrafo y la fracción II, así como cumplir los planes y programas a que se refiere la fracción III, y 	a) Su'hua ña'an culo'o na 'in nten tsaña'an 'ni cha'an ne' loo xcula 'in quichen Chijya' cui' tsaña'an nchcui' yu'hue II lo'o nu III 'in lee re, a cunta ña'an ntsu'hui cha' cu'ni ne' tña 'in na. 
Mexican_constitution 	b) Obtener previamente, en cada caso, la autorización expresa del poder público, en los términos que establezca la ley; 	b) 'Ni cha' jñan ne' cha' cuiya' 'in nten quichen si'yana tca cu'ni ne' tñan lo'o na, tsaña'an nchcui' lee. 
Mexican_constitution 	VII. Las universidades y las demás instituciones de educación superior a las que la ley otorgue autonomía, tendrán la facultad y la responsabilidad de gobernarse a sí mismas; realizarán sus fines de educar, investigar y difundir la cultura de acuerdo con los principios de este artículo, respetando la libertad de cátedra e investigación y de libre examen y discusión de las ideas; determinarán sus planes y programas; fijarán los términos de ingreso, promoción y permanencia de su personal académico; y administrarán su patrimonio. Las relaciones laborales, tanto del personal académico como del administrativo, se normarán por el apartado A del artículo 123 de esta Constitución, en los términos y con las modalidades que establezca la Ley Federal del Trabajo conforme a las características propias de un trabajo especial, de manera que concuerden con la autonomía, la libertad de cátedra e investigación y los fines de las instituciones a que esta fracción se refiere; 	VII. Scasca xcula cua' cuaan nu lee nda cha' cuiya' 'in cu'ni tñan cha' 'in ti, cui na culo na tñan 'in na tsa ycui' ti na lo' qui'ni ca'an 'in na culo'o lo' jñi su'hua scasca cha', a cunta cu'ni cha'an ne' cha' 'in scasca cha' ntsu'hui 'in nten tsaña'an nchcui' lee re, su'hua loo scasca cha' nu nchca ti yu ngui'ni tñan 'in xcula can' tyi'in tyaa yu ña'an nchca ti examen lo' a chcui' tyjyin ne' scasca cha', cui' xcula can' tyi'in tyaa na ña'an nchca ti na cu'ni na tñan, a cunta tyi'in tyaa na cha' ñi xaa lo' tsa xa cu'ni sca yu bstro xcula tñan 'in na lo'o scasca nten nu ngui'ni tñan 'in na, cui' na chu'hui na cunta nchgaa nan ndi'in 'in na. Nchgaa ña'an nu cu'ni ne' tñan 'in na 'ni cha' chcui ncha'an ne' ña'an nchcui' lee cuiya'123 nu nguinu scua 'in quichen Chijya' tso' cha' 'in tñan, lo' cu'ni ne' cunta si'yana chcua ta'a na lo'o ña'an nu cu'ni ne' na'an xcula can'. 
Mexican_constitution 	VIII. El Congreso de la Unión, con el fin de unificar y coordinar la educación en toda la República, expedirá las leyes necesarias, destinadas a distribuir la función social educativa entre la Federación, los Estados y los Municipios, a fijar las aportaciones económicas correspondientes a ese servicio público y a señalar las sanciones aplicables a los funcionarios que no cumplan o no hagan cumplir las disposiciones relativas, lo mismo que a todos aquellos que las infrinjan, y 	VIII. Ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador si'yana cu'ni sca ne' cha' 'in xcula 'in ne' Chijya' qui'ni ca'an 'in ne' tyi'in tyaa ne' scasca lee ña'an ntsu'hui cha' cu'ni na tñan lo'o Bsya Chijya' lo' Gubiernu a cunta lo'o bsya 'in na'an tñan Municipio, lo' tyi'in tyaa ne' tsala tñin taa can' tso' cha' 'in xcula, lo' ña'an tyi'o qui'ya 'in scasca ne' nu a caja'an cha' can', ticui' cuaña'an ne' nu su'hua lyijyi 'in na. A cunta, 
Mexican_constitution 	IX. Para garantizar la prestación de servicios educativos de calidad, se crea el Sistema Nacional de Evaluación Educativa. La coordinación de dicho sistema estará a cargo del Instituto Nacional para la Evaluación de la Educación. 	IX. Si'yana tsu'hue ti cu'ni ne' tñan lo'o xcula 'in ne' Chijya', can' cha' ntsu'hui cha' tyu'hui sca ta nten nu taa Examen cu'ni ne' ngui'ni tñan 'in na, lo' ta ne' nu taa Examen can', cha' 'in ne' cu'ni ne' tñan lo'o nten, ticui' lo'o nan 'in ne' a cunta lca ne' nten nu ntsu'hui lyoo lo'o cunta cha' 'in Lee. 
Mexican_constitution 	El Instituto Nacional para la Evaluación de la Educación será un organismo público autónomo, con personalidad jurídica y patrimonio propio. Corresponderá al Instituto evaluar la calidad, el desempeño y resultados del sistema educativo nacional en la educación preescolar, primaria, secundaria y media superior. 	Lo' cha' nu cu'ni cunta ne' ca lca ña'an ngui'ni xcula can' tñan, cha' ta tsu'hue ngui'ni na tñan lo' cha' nsu'hua ne' juesa lo'o xcula preescolar, primaria, secundaria a cunta lo'o prepa. 
Mexican_constitution 	Para ello deberá: 	Loo si'ya cha' can': 
Mexican_constitution 	a) Diseñar y realizar las mediciones que correspondan a componentes, procesos o resultados del sistema; 	a) Cu'ni chu'hue ne' lo' tñan ne' scasca quityi nu ta'a cu'ni ne' tñan, lo' ña'an tsaa tyi'o ne' nde loo lo'o tñan can'. 
Mexican_constitution 	b) Expedir los lineamientos a los que se sujetarán las autoridades educativas federal y locales para llevar a cabo las funciones de evaluación que les corresponden, y 	b) Tyi'in tyaa ne' nchgaa cha' nu ntsu'hui cha' ca ja'an ne' lyi'ya cunta 'in xcula nducua la Chijya' lo'o quichen suhue ti, si'yana cuaña'an tca cu'ni ne' tñan nu qui'ni ca'an 'in ne' lo'o tso' cha' 'in examen can. 
Mexican_constitution 	c) Generar y difundir información y, con base en ésta, emitir directrices que sean relevantes para contribuir a las decisiones tendientes a mejorar la calidad de la educación y su equidad, como factor esencial en la búsqueda de la igualdad social. 	c) Tñan ne' lo' cu'ni cueen ne' nchgaa cha' nu ta yaa' lo'o cha' re nu quia nan ña'an si'yana chca tsu'hue nchgaa cha' nu ntsu'hui cha' cu'ni cha'an nten lo' su'hua ña'an su'hua loo ne' 'in chgaa tucui tsa cuaña'an ntsu'hui cha' tyi'in cha' 'in xcula can'. 
Mexican_constitution 	La Junta de Gobierno será el órgano de dirección del Instituto y estará compuesta por cinco integrantes. 	Sca ta ne' lyi'ya tñan 'in Gubiernu cui' ne' cu'ya ne' cunta 'in ta nten nu taa examen can', lo' tsa ca'yu lca ne' re cu'ni ne' tñan. 
Mexican_constitution 	El Ejecutivo Federal someterá una terna a consideración de la Cámara de Senadores, la cual, con previa comparecencia de las personas propuestas, designará al integrante que deba cubrir la vacante. 	Ne' nchca bsya Chijya' ntsu'hui cha' culo ton ne' snan nten, lo' tsaa can' tloo ta 'in ne' nchca Senador lo' can' tyi'o huii sca ne' nu qui'ni ca'an 'in cu'ya tñan can'. 
Mexican_constitution 	La designación se hará por el voto de las dos terceras partes de los integrantes de la Cámara de Senadores presentes o, durante los recesos de esta, de la Comisión Permanente, dentro del improrrogable plazo de treinta días. Si la Cámara de Senadores no resolviere dentro de dicho plazo, ocupará el cargo de integrante de la Junta de Gobierno aquel que, dentro de dicha terna, designe el Ejecutivo Federal. 	Lo' ne' quinu lo'o tñan can' nchca ti' chcui' si'yana qui'an la 'in tsa tu'hue ta 'in ne' Senador culo ton in can, lo' cha' lja xa nu a ndiyo' tucua ne', xacan' ne' nguinu tñan loo ne', tsani' cla tyii tsaan ntsu'hui cha' culyo huii ne' cha' can', lo' cha' ta 'in ne' nchca Senador ticui' cuaña'an a culyo huii ne' cha' can' ni' co' xaa can', Ne' nchca Bsya Chijya' culo huii ne' 'in sca ne' nu ntsu'hui cha' cu'ya tñan can' loo snan ne' nu ngulo ton ne'. 
Mexican_constitution 	En caso de que la Cámara de Senadores rechace la totalidad de la terna propuesta, el Ejecutivo Federal someterá una nueva, en los términos del párrafo anterior. Si esta segunda terna fuera rechazada, ocupará el cargo la persona que dentro de dicha terna designe el Ejecutivo Federal. 	Cha' ta 'in ne' nchca Senador a culo huii ne' ñi sca tucui loo snan ne' nu mdi'in tyaa Bsya Chijya' can', xiya' ntsu'hui cha' tyi'in tyaa ne' xnan nten, lo' cha' ticui' ti ña'an ne' nchca Senador can' a su'hua loo ne' nu tyi'in tyaa ne' nu cua' nchca tucua juesa, Xacan ne' nchca Bsya Chijya can' ntsu'hui cha' culoo huii ne' 'in nu cu'ni ca tñan can'. 
