Bolivian_constitution 	CONSTITUCIÓN POLÍTICA DEL ESTADO 	ESTADOQ KURAQ KAMACHIYNIN 
Bolivian_constitution 	Artículo 19. 	Juch’uy kamachiy 19. 
Bolivian_constitution 	I. Toda persona tiene derecho a un hábitat y vivienda adecuada, que dignifiquen la vida familiar y comunitaria. 	I. Runajina tiyakunanpaq tukuy runa wasiyuq kayta atin. 
Bolivian_constitution 	II. El Estado, en todos sus niveles de gobierno, promoverá planes de vivienda de interés social, mediante sistemas adecuados de financiamiento, basándose en los principios de solidaridad y equidad. Estos planes se destinarán preferentemente a familias de escasos recursos, a grupos menos favorecidos y al área rural. 	II. Estadoqa llank’aykunata umanchakunan tiyan, qulqita mask’aspa, jinamanta runa wasiyuq kananpaq yanaparispa, astawanpuniqa pikunachus pisi qulqiyuq kaqkunaman, mana ancha runa yanapasqa kaqkunaman, juch’uy llaqtakunaman. 
Bolivian_constitution 	Artículo 20. 	Juch’uy kamachiy 20. 
Bolivian_constitution 	I. Toda persona tiene derecho al acceso universal y equitativo a los servicios básicos de agua potable, alcantarillado, electricidad, gas domiciliario, postal y telecomunicaciones. 	I. Tukuy runa, mana wakillanchu ch’uya yakuyuq, khuchi yaku lluqsinayuq, k’anchayniyuq, wasinpi gas nisqayuq, jampinawasiyuq, telecomunicación nisqayuq kayta atin. 
Bolivian_constitution 	II. Es responsabilidad del Estado, en todos sus niveles de gobierno, la provisión de los servicios básicos a través de entidades públicas, mixtas, cooperativas o comunitarias. 	II. Estado servicios basicokunayuq tukuy runa kananpaq qhawanan tiyan. 
Bolivian_constitution 	En los casos de electricidad, gas domiciliario y telecomunicaciones se podrá prestar el servicio mediante contratos con la empresa privada. La provisión de servicios debe responder a los criterios de universalidad, responsabilidad, accesibilidad, continuidad, calidad, eficiencia, eficacia, tarifas equitativas y cobertura necesaria; con participación y control social. 	Runa k’anchayniyuq, wasinkupi gasniyuq, telecomunicaciones nisqayuq kananpaq empresa privada apaykachayta atinqa, tukuy runata chiqan mañasqanta uyarinanku tiyan, sumaq llank’ayninku kanan tiyan chantapis ama askha qulqita runata urquspa. 
Bolivian_constitution 	III. El acceso al agua y alcantarillado constituyen derechos humanos, no son objeto de concesión ni privatización y están sujetos a régimen de licencias y registros, conforme a ley. 	III. Kamachiymanjina tukuy runa yakuyuqpuni, khuchi yaku lluqsinayuqpuni kanan tiyan. Mana pimanpis llank’achinanpaq qusqa kanmanchu. 
Bolivian_constitution 	CAPÍTULO TERCERO DERECHOS CIVILES Y POLÍTICOS 	KINSA KAQ JUCH’UY PHATMA DERECHOS CIVILESMANTAWAN POLÍTICOSMANTAWAN 
Bolivian_constitution 	SECCIÓN I DERECHOS CIVILES 	UK KAQ RAK’IY DERECHOS CIVILESMANTA 
Bolivian_constitution 	Artículo 21. 	Juch’uy kamachiy 21. 
Bolivian_constitution 	Las bolivianas y los bolivianos tienen los siguientes derechos: 	Bolivianakunapis, bolivianokunapis kaykunayuq kayta atinku: 
Bolivian_constitution 	1. A la autoidentificación cultural. 	1. Waq runa kawsayniyuqjina kayta munaspa kawsakuyta atin. 
Bolivian_constitution 	2. A la privacidad, intimidad, honra, honor, propia imagen y dignidad. 	2. Sapa runalla kawsayninmanta, kayninmanta yachayta atin. 
Bolivian_constitution 	3. A la libertad de pensamiento, espiritualidad, religión y culto, expresados en forma individual o colectiva, tanto en público como en privado, con fines lícitos. 	3. Sapa ukpis tantakuypipis, yuyaychakuyta atin, apunchismanpis pachamamanpis waqkunamanpis mañarikuyta atin, sapanpis, ama kamachiypi qilqasqa kaqta saruchaspa. 
Bolivian_constitution 	4. A la libertad de reunión y asociación, en forma pública y privada, con fines lícitos. 	4. Allin kawsayta apaspa, tantachakuytapis atin, piwanpis qhawachikuspa manapis. 
Bolivian_constitution 	5. A expresar y difundir libremente pensamientos u opiniones por cualquier medio de comunicación, de forma oral, escrita o visual, individual o colectiva. 	5. Yuyaynintapis parlarispa, qilqarisqa, sapanpis qutupipis willarita atin. 
Bolivian_constitution 	6. A acceder a la información, interpretarla, analizarla y comunicarla libremente, de manera individual o colectiva. 	6. Willaykunatapis umanchakuyta, waqkunaman willariyta atin, sapanpis qutupipis. 
Bolivian_constitution 	7. A la libertad de residencia, permanencia y circulación en todo el territorio boliviano, que incluye la salida e ingreso del país. 	7. Kay Bolivia jallp’api may chiqanpipis bolivianakuna, bolivianokuna tiyakuyta puririyta atinku. 
Bolivian_constitution 	Artículo 22. 	Juch’uy kamachiy 22. 
Bolivian_constitution 	La dignidad y la libertad de la persona son inviolables. Respetarlas y protegerlas es deber primordial del Estado. 	Mana pipis qhasillamanta wisq’asqa kanmanchu, manataq wasankumanta parlallankumanchu. 
Bolivian_constitution 	Artículo 23. 	Estado yupaychanan, jark’anan tiyan. 
Bolivian_constitution 	I. Toda persona tiene derecho a la libertad y seguridad personal. 	Juch’uy kamachiy 23. 
Bolivian_constitution 	La libertad personal sólo podrá ser restringida en los límites señalados por la ley, para asegurar el descubrimiento de la verdad histórica en la actuación de las instancias jurisdiccionales. 	I. Tukuy runa mana qhasillamanta wisq’aqa qhatichasqa kananchu tiyan. Kamachiypi qilqasqa kaqtillan pipis wisq’asqa kanman. 
Bolivian_constitution 	II. Se evitará la imposición a los adolescentes de medidas privativas de libertad. 	II. Mana maqt’akunata imillakunata wisq’ankumanchu. 
Bolivian_constitution 	Todo adolescente que se encuentre privado de libertad recibirá atención preferente por parte de las autoridades judiciales, administrativas y policiales. 	Jina kaqtinqa kamachiqkuna, mana maqasqa, allin qhawasqa kanan tiyan, amataq sutinta tukuyman willanankuchu tiyan. 
Bolivian_constitution 	Éstas deberán asegurar en todo momento el respeto a su dignidad y la reserva de su identidad. 	Mana machu runa wisq’asqa kasan chaypi wisq’anankunchu tiyan. 
Bolivian_constitution 	La detención deberá cumplirse en recintos distintos de los asignados para los adultos, teniendo en cuenta las necesidades propias de su edad. 	III. Ama qhasimanta pipis jap’isqataq wisq’asqatqa kananchu, juchayuq kaspalla qilqasqa kamachiy nisqanmanjina. 
Bolivian_constitution 	III. Nadie podrá ser detenido, aprehendido o privado de su libertad, salvo en los casos y según las formas establecidas por la ley. 	Ajina kaspataq kamachiy uk qilqanapi kamachinan tiyan. 
Bolivian_constitution 	La ejecución del mandamiento requerirá que éste emane de autoridad competente y que sea emitido por escrito. IV. Toda persona que sea encontrada en delito flagrante podrá ser aprehendida por cualquier otra persona, aun sin mandamiento. 	IV. Pichus juchanta qhawachikuqtinqa piwanpis jap’ichikuyta atin, mana kamachiqpata kamachiynintapunichu suyanan tiyan, kamachiqman apanan tiyan, paytaq iskay chunka tawayuqpachapi chay ch’ampata sut’inchanan tiyan. 
Bolivian_constitution 	El único objeto de la aprehensión será su conducción ante autoridad judicial competente, quien deberá resolver su situación jurídica en el plazo máximo de veinticuatro horas. 	V. Maypachachus uk runa wisq’asqa kanqa imamantachus, piraykuchus wisq’asqa kasan chaymanta willasqa kanqa. 
Bolivian_constitution 	V. En el momento en que una persona sea privada de su libertad, será informada de los motivos por los que se procede a su detención, así como de la denuncia o querella formulada en su contra. VI. Los responsables de los centros de reclusión deberán llevar el registro de personas privadas de libertad. 	VI. Wisq’asqa wasikunapi pikunachus wisq’aqa kasanku, chaykunamanta uk p’anqa qilqanapi sutinkuta, kayninkumanta, tukuy paykunamanta qilqasqa apaykachananku tiyan. 
Bolivian_constitution 	No recibirán a ninguna persona sin copiar en su registro el mandamiento correspondiente. 	Watukuqkunamantapis qilqasqapi jallch’ananku tiyan. 
Bolivian_constitution 	Su incumplimiento dará lugar al procesamiento y sanciones que señale la ley. 	Mana jinata ruwaqtinkuqa kamachiy nisqanmanjina ruwakunqa. 
Bolivian_constitution 	Artículo 24. 	Juch’uy kamachiy 24. 
Bolivian_constitution 	Toda persona tiene derecho a la petición de manera individual o colectiva, sea oral o escrita, y a la obtención de respuesta formal y pronta. 	Tukuy runa, sapallanpis qutupipis, qilqasqapipis, parlaspallapis, usqhayta wilanankupaq waturiyta atinman. 
Bolivian_constitution 	Para el ejercicio de este derecho no se exigirá más requisito que la identificación del peticionario. 	Kayta ruwananpaq karnitillanta qunan tiyan. 
Bolivian_constitution 	Artículo 25. 	Juch’uy kamachiy 25. 
Bolivian_constitution 	I. Toda persona tiene derecho a la inviolabilidad de su domicilio y al secreto de las comunicaciones privadas en todas sus formas, salvo autorización judicial. 	I. Mana wasiyuq kaqkunaqa mana waq wasikunaman yaykullankumanchu, manataq parlayninkuta, mana parlaq uyarisqa kayta munaqtin, pipis uyarillanmanchu. 
Bolivian_constitution 	II. Son inviolables la correspondencia, los papeles privados y las manifestaciones privadas contenidas en cualquier soporte, éstos no podrán ser incautados salvo en los casos determinados por la ley para la investigación penal, en virtud de orden escrita y motivada de autoridad judicial competente. 	II. Apachiku, papeles privados mana kichasqachukanantiyan, manapipiskaykuna jap’ikapuyta atinchu, kamachiymanjina kamachiq qilqasqapi niqtillan qhawarikuyta atikun. 
Bolivian_constitution 	III. Ni la autoridad pública, ni persona u organismo alguno podrán interceptar conversaciones o comunicaciones privadas mediante instalación que las controle o centralice. 	III. Mana imawanpis nitaq kamachiq, ma pipis waqkunaq parlayninta uyarinanchu tiyan. 
Bolivian_constitution 	IV. La información y prueba obtenidas con violación de correspondencia y comunicaciones en cualquiera de sus formas no producirán efecto legal. 	IV. Qilqasqa apachiku kichasqawanqa mana juchayuq kaq juchanta pampachananpaq sumaqchu. 
Bolivian_constitution 	SECCIÓN II DERECHOS POLÍTICOS 	ISKAY KAQ RAK’IY DERECHOS POLITICOSMANTA 
Bolivian_constitution 	Artículo 26. 	Juch’uy kamachiy 26. 
Bolivian_constitution 	I. Todas las ciudadanas y los ciudadanos tienen derecho a participar libremente en la formación, ejercicio y control del poder político, directamente o por medio de sus representantes, y de manera individual o colectiva. 	I. Tukuy warmi qhari kay llaqtapi tiyaqkuna aqllachikuyapis, aqllaytapis, controlaytapis poder político nisqata atinchis, paykunapis chayri aqllasqaniqtapis, sapankupis, qutupipis. 
Bolivian_constitution 	La participación será equitativa y en igualdad de condiciones entre hombres y mujeres. 	Qharipis warmipis aqllachikuyta, aqllaytapis atin. 
Bolivian_constitution 	II. El derecho a la participación comprende: 	II. Derecho participacionpaq ajina: 
Bolivian_constitution 	1. La organización con fines de participación política, conforme a la Constitución y a la ley. 	1. Aqllachikuyta munaspaqa Constitución chantapis kamachiy kasqanmanjina wakichikunan tiyan. 
Bolivian_constitution 	2. El sufragio, mediante voto igual, universal, directo, individual, secreto, libre y obligatorio, escrutado públicamente. 	2. Tukuy runa ukmanta uk, mana piwanpis, yupaychakusqanmanjina ch’ikllanan tiyan. 
Bolivian_constitution 	El sufragio se ejercerá a partir de los dieciocho años cumplidos. 	Chunka pusqniyuq watankuta junt’asqaqkuna ch’ikllayta atinku. 
Bolivian_constitution 	3. Donde se practique la democracia comunitaria, los procesos electorales se ejercerán según normas y procedimientos propios, supervisados por el Órgano Electoral, siempre y cuando el acto electoral no esté sujeto al voto igual, universal, directo, secreto, libre y obligatorio. 	3. May chiqankunapichus democracia comunitaria nisqa qhawakun kamachiyninkumanjina chantapis Órganos Electoral qhawarisqanwan procesos electorales nisqa apakunqa. Kayqa jina kanqa mana kikin kay jatun, kamachiypi nisqanmanjina aqllakuqtin. 
Bolivian_constitution 	4. La elección, designación y nominación directa de los representantes de las naciones y pueblos indígena originario campesinos, de acuerdo con sus normas y procedimientos propios. 	4. Aqllaypis, sutichaypis, aqllasqakunataqa tukuy chaqra llaqtakunamanta paykuna ruwanqanku, kamachiyninkumanjina, ruwayninkumanjina. 
Bolivian_constitution 	5. La fiscalización de los actos de la función pública. 	5. Institucionkunapi llank’ayninku ñawinchasqa kanan tiyan. 
Bolivian_constitution 	Artículo 27. 	Juch’uy kamachiy 27. 
Bolivian_constitution 	I. Las bolivianas y los bolivianos residentes en el exterior tienen derecho a participar en las elecciones a la Presidencia y Vicepresidencia del Estado, y en las demás señaladas por la ley. 	I. Jawa llaqtakunapi bolivianakuna bolivianokuna tiyakunaqa kuraq kamachiq sullk’a kamachiqta kay Bolivia suyunchismanta ch’ikllaspa aqllayta atinku. 
Bolivian_constitution 	El derecho se ejercerá a través del registro y empadronamiento realizado por el Órgano Electoral. 	Chaypaqqa sutinku qilqasqa kanan tiyan. 
Bolivian_constitution 	II. Las extranjeras y los extranjeros residentes en Bolivia tienen derecho a sufragar en las elecciones municipales, conforme a la ley, aplicando principios de reciprocidad internacional. 	II. Jawa llaqtakunamanta kay Bolivia suyupi tiyaqkunaqa municipales aqllaykunapi kamachiy kasqanmanjina aqllayta atinku. 
Bolivian_constitution 	Artículo 28. 	Juch’uy kamachiy 28. 
Bolivian_constitution 	El ejercicio de los derechos políticos se suspende en los siguientes casos, previa sentencia ejecutoriada mientras la pena no haya sido cumplida: 	Mana yuyaychakuy atiyniyuq kanqachu mayk’aqchus: 1. Jawa llaqtakunawan maqanakupi kasaspa, paykunata yanapaqtin. 
Bolivian_constitution 	1. Por tomar armas y prestar servicio en fuerzas armadas enemigas en tiempos de guerra. 	2. Institucionkunamanta mana qulqita allin t’akaqtin. 
Bolivian_constitution 	2. Por defraudación de recursos públicos. 	3. Suyunchista traicionaqtin. 
Bolivian_constitution 	3. Por traición a la patria. 	Juch’uy kamachiy 29. 
Bolivian_constitution 	Artículo 29. I. Se reconoce a las extranjeras y los extranjeros el derecho a pedir y recibir asilo o refugio por persecución política o ideológica, de conformidad con las leyes y los tratados internacionales. 	I. Jawa llaqtakunamanta warmikinatawan, qharikunatawan política nisqarayku mask’asqa kaqtinku kay Bolivia suyupi tiyakuyta munaqtinku tiyayta atinku, jawa llaqtakunamanta kamachiyninmanjina. 
Bolivian_constitution 	II. Toda persona a quien se haya otorgado en Bolivia asilo o refugio no será expulsada o entregada a un país donde su vida, integridad, seguridad o libertad peligren. El Estado atenderá de manera positiva, humanitaria y expedita las solicitudes de reunificación familiar que se presenten por padres o hijos asilados o refugiados. 	II. Tukuy runa pikunachus kay Bolivia suyupi wajiyasqa kasanku mana wikch’usqa kanqankuchu manataq waq llaqtakunaman apanankuta saqinqachu, maypichus kawsaynin mana allin jallch’asqa kanqa. Estado wajiyasqa ayllunwan tantakunanpaq mañaqtin uyarinqa. 
Bolivian_constitution 	CAPÍTULO CUARTO 	TAWA KAQ JUCH’UY PHATMA 
Bolivian_constitution 	DERECHOS DE LAS NACIONES Y PUEBLOS INDÍGENA ORIGINARIO CAMPESINOS 	DERECHOS NACIONES, PUEBLOS INDÍGENAS ORIGINARIO CAMPESINOSMANTA 
Bolivian_constitution 	Artículo 30. 	Juch’uy kamachiy 30. 
Bolivian_constitution 	I. Es nación y pueblo indígena originario campesino toda la colectividad humana que comparta identidad cultural, idioma, tradición histórica, instituciones, territorialidad y cosmovisión, cuya existencia es anterior a la invasión colonial española. 	I. Nacionwan pueblo indígena originario campesinowan tukuy runa pikunachus kikin kawsayniyuq, kikin parlayniyuq, kikin, institucionkunayuq, kikin jallp’ayuq, kikin yuyaychayniyuq kaqkuna kanku. Paykuna ñawpaq q’arakuna chayamusqankumantaña kay Bolivia jallp’akunapi tiyaqkuna kanku. 
