Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	TLANEJNEUILYOTL TLEN SENTIKMASEUALMEJ 
Mexican_constitution 	La ley reglamentaria fijará los criterios, los términos y condiciones de la evaluación obligatoria para el ingreso, la promoción, el reconocimiento y la permanencia en el servicio profesional con pleno respeto a los derechos constitucionales de los trabajadores de la educación. 	Ni tekpamitl machiotlajtolikitlalis tlanejneuilistli, tlajtolketsali iuan kipiya kipanoltisej amochtlitlanextilistli kemaj kalakis ipan tlamachtili, kimoyauas, ipatiloyotl uan katli ya mokakej ipan tekipanotlamachtijkayotl ika miak ipanitalistli tlen xitlawalismej tlanejneuiyotl inon tekipnouani ipan tlamchtilistli. 
Mexican_constitution 	Serán nulos todos los ingresos y promociones que no sean otorgados conforme a la ley. 	Elis iuan amo panos nochi tlaxtlauili uan tlamoyaualistli katli amo moixpantiya sanke ikilitok ipan machiotlajtoli. 
Mexican_constitution 	Lo dispuesto en este párrafo no será aplicable a las Instituciones a las que se refiere la fracción VII de este artículo; 	Mochiuas ken moneki tlen tlajtoua itlamijka iuan amo mochiuas ipan tlalnamikyantinij kaltli tlajtoua tlajtlapantli chokomej machiotlajtoli. 
Mexican_constitution 	IV. Toda la educación que el Estado imparta será gratuita; 	IV. Nochi tlamachtili tlen tlaltokayolmej temakas amo tlainamas. 
Mexican_constitution 	V. Además de impartir la educación preescolar, primaria, secundaria y media superior, señaladas en el primer párrafo, el Estado promoverá y atenderá todos los tipos y modalidades educativos –incluyendo la educación inicial y a la educación superior– necesarios para el desarrollo de la nación, apoyará la investigación científica y tecnológica, y alentará el fortalecimiento y difusión de nuestra cultura; 	V. Nojkia kinpaleuis tlen nochimej kaltlamachtilxochikalkonemej, -tlen katli kin machtiaj konemej katli kipia eyi xiuitl uan tlen ueyikaltlamachtiloyalmej- tlauel ipati ika inoj ueias tomexkotlal, kipaleuis katli kitemoua yayankuik yolkatlamachtili ika yayankuik tepostlanextilistli, uan nojkia kiyolchikauas, kiixpanextis uejkapantlalnamikilipantlilmekatl, teposuikatl, nochi maseualtajtolmej, 
Mexican_constitution 	VI. Los particulares podrán impartir educación en todos sus tipos y modalidades. 	VI. Kaltlamachtiloyalmej katli tlainamaj, tatamej katli tlaxtlauaj, uelis tlamachtisej tlen nochi pan kaltlamachtiloyalmej. 
Mexican_constitution 	En los términos que establezca la ley, el Estado otorgará y retirará el reconocimiento de validez oficial a los estudios que se realicen en planteles particulares. 	Tlen tlajtoua tekpantlajtoli, tlaltokayolmej uelis kinmakas kuali tlaneskayotluan uelis kinkixtilistlen iuexka ipatijka tlen katli tlanextiliaj inemachtil pan nochi inoj kaltlamachtiloyalmej. 
Mexican_constitution 	En el caso de la educación preescolar, primaria, secundaria y normal, los particulares deberán: 	Tlen katli momelaua xochikaltlamachtiloyalmej, kaltlamachtiloyalmej primaria, secundaria uan ueyikaltlamachtiloyalmej, inoj tlainamaj nemachtili, moneki: 
Mexican_constitution 	a) Impartir la educación con apego a los mismos fines y criterios que establecen el segundo párrafo y la fracción II, así como cumplir los planes y programas a que se refiere la fracción III, y 	a) Nemachtili tlen katli tlajtoua itlamiya II, nojkia kichiuas ken moneki katli eltok pan amochtlitlanextilistli katli tlajtoua III, uan. 
Mexican_constitution 	b) Obtener previamente, en cada caso, la autorización expresa del poder público, en los términos que establezca la ley; 	b) Kipias achtiui, tlanauatilika xitlauaktlajkuiloli tlen tlayakanketl tekitijketl, tlen tlajtojtos xitlaualistli; 
Mexican_constitution 	VII. Las universidades y las demás instituciones de educación superior a las que la ley otorgue autonomía, tendrán la facultad y la responsabilidad de gobernarse a sí mismas; realizarán sus fines de educar, investigar y difundir la cultura de acuerdo con los principios de este artículo, respetando la libertad de cátedra e investigación y de libre examen y discusión de las ideas; determinarán sus planes y programas; fijarán los términos de ingreso, promoción y permanencia de su personal académico; y administrarán su patrimonio. 	VII. Ueyikaltlamachtiloyalmej iuan sekinok ken inoj tlen katli kinmaka tekpantlajtoli ma yajuanti monenemiltika, kipia uan uelis kichiuasej isentijkatlanauatijka; kitasej tlake kitokilia uan kiasisej ka innemachtil, tlatemoli uan kiuejkapantlalisej inin tlalnamikili tlen katli tlajtouaniijtoli, ka tlaipanitali kinmaka nemajkayotl katli tlanextilisej uantlaneneuilistli; kitasej tlake amochtitlanextilistli, kijtosej tlake moneki tlatlanisej katli paya tekipanos, tlake moneki tla kitekiuis seyok uejkapatekitl uan katli payaya itstoseja tekitlakuilolmej; yajuanti monenemiltise ka itomintlaxtlauil. 
Mexican_constitution 	Las relaciones laborales, tanto del personal académico como del administrativo, se normarán por el apartado A del artículo 123 de esta Constitución, en los términos y con las modalidades que establezca la Ley Federal del Trabajo conforme a las características propias de un trabajo especial, de manera que concuerden con la autonomía, la libertad de cátedra e investigación y los fines de las instituciones a que esta fracción se refiere; 	Nochi katli paya tekipanoua, tlamachtianij, tekitlakuilolmej mokichiuas ken tlajtouachikuasenpoali uan eyitipaj tlaijtoli tlen ni tekpantlajtoli, nojkia katli tlajtoua tekixitlaualistli, tlen katli se mauililtekil tekipanoua, mochiua ken moneki san setsa, katli kinmaka nemajkayol katli tlanextilisej tlamachtianij uan katli kinmonekilia kiasisej. 
Mexican_constitution 	VIII. El Congreso de la Unión, con el fin de unificar y coordinar la educación en toda la República, expedirá las leyes necesarias, destinadas a distribuir la función social educativa entre la Federación, los Estados y los Municipios, a fijar las aportaciones económicas correspondientes a ese servicio público y a señalar las sanciones aplicables a los funcionarios que no cumplan o no hagan cumplir las disposiciones relativas, lo mismo que a todos aquellos que las infrinjan, y 	VIII. Nechikolueyitlaijtoltiyanij, kisentika kualchichiuasej tlamachtili tlen iuexka tomexko, kichiuasej xitlaualismej tlen moneki, uan moxelos pan tlen nochi pakilistlamachnechikoli tlen nochi tlaltokayolmej uan itlatilanka teyoualmej, tlen kitasej keski tomintlaxtlauili temakase katli motekiuisuan kijtose keski kiinamasej tekichiuanij katli amo tekipanoua ken moneki, uan katli amo tlaneltoka tlen kijtoua tlanauatili, uan. 
Mexican_constitution 	IX. Para garantizar la prestación de servicios educativos de calidad, se crea el Sistema Nacional de Evaluación Educativa. 	IX. Kikualtlaliya yolchikaualotl tlen yolchikaualistli ka kuali machtijkayotl, kitlaliya tlachiuali iuexka tlen amoxtlitlanextilistli. 
Mexican_constitution 	La coordinación de dicho sistema estará a cargo del Instituto Nacional para la Evaluación de la Educación. 	Tlanauatil tlachiualistli motsontekotiya miyayotl iuexka tlen amoxtlitlanexilistli ika tlamchtikayotl. 
Mexican_constitution 	El Instituto Nacional para la Evaluación de la Educación será un organismo público autónomo, con personalidad jurídica y patrimonio propio. >Corresponderá al Instituto evaluar la calidad, el desempeño y resultados del sistema educativo nacional en la educación preescolar, primaria, secundaria y media superior. 	Ni iuexka miyayotl inon tlanextilistli ka tlamachtilistli elis sentikatlakanejchikoli iseli, kamaseualtlajtolketsali uan elis axkayotl kimelaua katli kiyejkana kuali tlamachtikapanoltilistli, inin tekipanolis iuan ixpanextili iuexka tlanextilistli ipan tlamachtikayotl kaltlamachtilxochikalkonemej, kaltlamachtili primaria, secundaria iuan ueyi tlajko tlamachtilistli. 
Mexican_constitution 	Para ello deberá: 	Kiani mochiuas: 
Mexican_constitution 	a) Diseñar y realizar las mediciones que correspondan a componentes, procesos o resultados del sistema; 	a) Kitlalis uan kichiuas san katli kiaxiliya mochijchiuas, tekichiualistli o ixpanextil tlachiualistli; 
Mexican_constitution 	b) Expedir los lineamientos a los que se sujetarán las autoridades educativas federal y locales para llevar a cabo las funciones de evaluación que les corresponden, y 	b) Se tlajtlantos tlen tekpanyotl katli kitlakechiya axkayo tlamachkatekitinij uan nepanteyouali kemaj kichiuasej ininteki tlen amoxtlitlanextilistli katli moneki, uan. 
Mexican_constitution 	c) Generar y difundir información y, con base en ésta, emitir directrices que sean relevantes para contribuir a las decisiones tendientes a mejorar la calidad de la educación y su equidad, como factor esencial en la búsqueda de la igualdad social. 	c) Mochiuas uan kimoyauas tlajtoli uan ka tlaneltokilistli kiani, motlalistlanejneuilistli kuajkuali tlapaleuisej inon moneki mokualchichiuas tlen tlamachtilistli iuan nochi sansej, tlapeualtilistli ipan tlatemolistli nochi sansejipatijmakayotl ika maseuali. 
Mexican_constitution 	La Junta de Gobierno será el órgano de dirección del Instituto y estará compuesta por cinco integrantes. 	Nechikol tlajtouani elis yayatlakayochiualistli kiyekanas tlalnamiktili uan mopantisej makuili imaxjua. 
Mexican_constitution 	El Ejecutivo Federal someterá una terna a consideración de la Cámara de Senadores, la cual, con previa comparecencia de las personas propuestas, designará al integrante que deba cubrir la vacante. 	Axkayochiualketstli motlalis se tokajyotl ika tlanejneuilistli inon machiosentili nejchikoli, kiampa mochiuas ipan ixpanextilistli katli maseualmej tlaixtlachilmej, tlapejpenas imaxjua tlen tlajpatlas kakiuilistli. 
Mexican_constitution 	La designación se hará por el voto de las dos terceras partes de los integrantes de la Cámara de Senadores presentes o, durante los recesos de esta, de la Comisión Permanente, dentro del improrrogable plazo de treinta días. >Si la Cámara de Senadores no resolviere dentro de dicho plazo, ocupará el cargo de integrante de la Junta de Gobierno aquel que, dentro de dicha terna, designe el Ejecutivo Federal. 	Kemaj tlapejpenas mochiuas tlaixnextili ka ome tlaixtlalistli ipan eyitipaj tlatlapantli tlen imaxjua machiosentili nejchikoli mopantiya, ka ni siyaketsa, tlatitlanili mokauas nochi tonali, kemaj ya kalitij amoyok tijpopolotsas ika se chiyaltilistli sempouali uan majtlaktli tonali, tlaj nopa machiosentili nejchikoli amo kijsenkatok katli kitlali tonali, uajka kiixnamikis tlen imaxjua nechikol tlajtouani sankej, ika eyi tonali, tlapejpenas tekichiuani tlen sentlanauatiloyan. 
Mexican_constitution 	En caso de que la Cámara de Senadores rechace la totalidad de la terna propuesta, el Ejecutivo Federal someterá una nueva, en los términos del párrafo anterior. 	Uelis inon nopa machiosentili nejchikoli kixkotonas nochi ipan expatlaixtlachilmej, tlen axkayochiualketstli sempa kichiuas yankuik, ipan tetomitl tlen achtouitlajkuilolpamitl. 
Mexican_constitution 	Si esta segunda terna fuera rechazada, ocupará el cargo la persona que dentro de dicha terna designe el Ejecutivo Federal. 	Tlaj ipan ompaj sempa kixkotonasej, uajka tekitis nopa maseuali katli panko expa tlen tekichuani tlen sentlanatiloyan. 
Mexican_constitution 	Los integrantes de la Junta de Gobierno deberán ser personas con capacidad y experiencia en las materias de la competencia del Instituto y cumplir los requisitos que establezca la ley, desempeñarán su encargo por períodos de siete años en forma escalonada y podrán ser reelectos por una sola ocasión. 	Nochi imaxjua tlen nechikol tlajtouani uelis mokauasej se maseualmej katli ixtlamati uan kalti ijpa kijyekolia pamitl tlen yejyekoltlanilistli tlalnamiktli uan motsontisej amatlanekilistli katli kitlaliya machiotlajtoli, tekipanosej tlen chikomej xiuitl mopajtlase uan panosej ipan se pamitl. 
Mexican_constitution 	Los integrantes no podrán durar en su encargo más de catorce años. 	Katli imaxjua amo eltok mopantisej ininteki kaxtoli uan naui xiuitl. 
Mexican_constitution 	En caso de falta absoluta de alguno de ellos, el sustituto será nombrado para concluir el periodo respectivo. 	Tla sanimaj mokauas akinejki ininjuanti, ipatlaka sempa motemos kemaj tekijkisati. 
Mexican_constitution 	Sólo podrán ser removidos por causa grave en los términos del Título IV de esta Constitución y no podrán tener ningún otro empleo, cargo o comisión, con excepción de aquéllos en que actúen en representación del Instituto y de los no remunerados en actividades docentes, científicas, culturales o de beneficencia. 	San mojikuinis pampa mopoloj ipan tetomitl tokayotl naui tlanejneuilyotl uan amoyok uelis kijpantis seyok tekitl, o tekipanos o tlatitlanili, kenopaj ininjuanti tlaixnamikisej tlalnamiakantli uan amo tlaxtlauasej tekipanolistli tlamachtilistli, tlamatilistli, tlalnamikilistli o moaxkatisej. 
Mexican_constitution 	La Junta de Gobierno de manera colegiada nombrará a quien la presida, con voto mayoritario de tres de sus integrantes quien desempeñará dicho cargo por el tiempo que establezca la ley. 	Nechikol tlajtouani sentikapa tlaixtlalis kalti kiyejkanas, ka sentij tlapejpenalistli eyi imaxjua katli tekitis ipan tekipanolistli katli tonali kitlaliya machiotlajtoli. 
Mexican_constitution 	La ley establecerá las reglas para la organización y funcionamiento del Instituto, el cual regirá sus actividades con apego a los principios de independencia, transparencia, objetividad, pertinencia, diversidad e inclusión. 	Machiotlajtoli kitlaliya mauiltekpanalistli kemaj nechikoli uan, tlalnamiktili kenopa kitlalis tekipanolistli ka tlajtolmelaualistli, atsalantik, asitilistli, kaltli kimelaua, tlamantli uantilistli. 
Mexican_constitution 	La ley establecerá los mecanismos y acciones necesarios que permitan al Instituto y a las autoridades educativas federal y locales una eficaz colaboración y coordinación para el mejor cumplimiento de sus respectivas funciones. 	Machiotlajtoli kiixtlaliya tlamantli tlatekuilmejkaltli temaktiliya tlakayochiualistli uan axkayo tlamachtikatekitinij uan nepanteyouali se kuali tlapaleuilistli iuan mopaleuisej kuali motsontisej tekipanolistli. 
Mexican_constitution 	Artículo 4º. 	Nauitipaj tlaijtoli. 
Mexican_constitution 	El varón y la mujer son iguales ante la ley. 	Se tlakatl uan se siuatl nochi sansemej ipan tlanauatilistli. 
Mexican_constitution 	Esta protegerá la organización y el desarrollo de la familia. 	Inin kin manauis nejchikolis uan iueixka iuikaluan. 
Mexican_constitution 	Toda persona tiene derecho a decidir de manera libre, responsable e informada sobre el número y el espaciamiento de sus hijos. 	Nochi maseuali kipia xitlaualistlitlen kijtos yaya tlen katli kinekiskinejneuiliskeskij konemej kimpiasej uan amo nelnenechka. 
Mexican_constitution 	Toda persona tiene derecho a la alimentación nutritiva, suficiente y de calidad. 	Nochi maseuali kipia ixitlaualis kuali tlakualistli, miak uan kej kimelaua. 
Mexican_constitution 	El Estado lo garantizará. 	Tlateyouali ki nelchichihuas. 
